timestamp,user_id,client_ip,event_count,tap_event_rate,is_unusual_tap_frequency,time_since_last_tap,session_duration,time_of_day,inter_tap_variability,event_sequence_entropy,avg_user_tap_duration,std_user_tap_duration,avg_user_swipe_speed,std_user_swipe_speed,avg_user_swipe_distance,std_user_swipe_distance,avg_user_typing_wpm,std_user_typing_wpm,avg_user_typing_duration,std_user_typing_duration,avg_user_typing_length,std_user_typing_length,preferred_region,tap_region_entropy,swipe_direction_entropy,swipe_direction_consistency,preferred_field,field_entropy,client_x,client_y,screen_x,screen_y,page_x,page_y,duration,pointer_type,target,is_gesture,distance_from_center,region,normalized_x,normalized_y,is_near_edge,tap_pressure,distance_from_user_mean,tap_pressure_deviation,is_new_pointer_type,target_change_frequency
1752401823.20289,6,::1,1,0.2,False,0.0,0.0,15,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0,0,none,0.0,663.2000122070312,376.20001220703125,663.2000122070312,463.20001220703125,663.2000122070312,376.20001220703125,92,mouse,INPUT#ion-input-0,False,338.9995114375286,top-left,0.34541667302449547,0.34833334463614,False,0.092,0.0,0.0,True,0.0
1752401823.2297788,6,::1,2,0.4,False,0.02688884735107422,0.02688884735107422,15,0.0,0.0,92.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top-left,0.0,0,0,none,0.0,663.0,376.0,663.0,376.0,663.0,376.0,92,gesture,N/A,True,339.27127788835884,top-left,0.3453125,0.34814814814814815,False,0.092,0.2828599758237691,0.0,True,0.5
1752401823.2379136,6,::1,3,0.6,False,0.008134841918945312,0.03502368927001953,15,0.009377002716064453,0.0,92.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top-left,0.0,0,0,none,0.0,812.7999877929688,605.0,812.7999877929688,692.0,812.7999877929688,605.0,86,mouse,P,False,160.91253398585874,bottom-left,0.4233333269755046,0.5601851851851852,False,0.086,273.5055606813748,0.006000000000000005,True,0.6666666666666666
1752401823.2433941,6,::1,4,0.8,False,0.005480527877807617,0.04050421714782715,15,0.009528170195365991,0.0,90.0,2.8284271247461903,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top-left,0.6365141682948128,0,0,none,0.0,812.0,605.0,812.0,605.0,812.0,605.0,87,gesture,N/A,True,161.64467204334326,bottom-left,0.42291666666666666,0.5601851851851852,False,0.087,181.90040890041462,0.0030000000000000027,True,0.75
1752401823.247448,6,::1,5,1.0,False,0.004053831100463867,0.044558048248291016,15,0.009210056750664703,0.0,89.25,2.7726341266023544,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top-left,0.6931471805599453,0,0,none,0.0,816.7999877929688,590.6000366210938,816.7999877929688,677.6000366210938,816.7999877929688,590.6000366210938,79,mouse,BUTTON,False,151.87694756660713,bottom-left,0.4254166603088379,0.546851885760272,False,0.079,127.51043011179028,0.010249999999999995,True,0.8
1752401823.2544646,6,::1,6,1.2,False,0.007016658782958984,0.05157470703125,15,0.008401177497598026,0.0,87.2,4.791659420284375,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,bottom-left,0.6730116670092565,0,0,none,0.0,816.0,590.0,816.0,590.0,816.0,590.0,79,gesture,N/A,True,152.43359209832983,bottom-left,0.425,0.5462962962962963,False,0.079,101.04190196804696,0.008199999999999999,True,0.8333333333333334
1752401859.248625,6,::1,44,0.2,False,35.994160413742065,36.045735120773315,15,13.41038962094338,0.37177617994345286,85.83333333333333,5.335936864527374,0,0,0,0,67.83720930232558,123.52288748141736,105.27906976744185,162.45189994113184,6.325581395348837,3.063065269958503,bottom-left,0.6365141682948128,0,0,aadhaar,1.9584968778461682,152.85714721679688,230.28575134277344,396.0,315.20001220703125,152.85714721679688,230.28575134277344,107,touch,INPUT,False,864.5244361036407,top-left,0.07961309750874837,0.21322754753960504,False,0.107,677.9420780698792,0.021166666666666667,True,0.8571428571428571
1752401859.2522433,6,::1,45,0.4,False,0.0036182403564453125,36.04935336112976,15,12.592115686250926,0.40496348506393853,88.85714285714286,8.903106543361648,0,0,0,0,67.83720930232558,123.52288748141736,105.27906976744185,162.45189994113184,6.325581395348837,3.063065269958503,bottom-left,0.6829081047004717,0,0,aadhaar,1.9584968778461682,152.85714721679688,230.28575134277344,152.85714721679688,230.28575134277344,152.85714721679688,230.28575134277344,106,gesture,N/A,True,864.5244361036407,top-left,0.07961309750874837,0.21322754753960504,False,0.106,581.0932097741821,0.01714285714285714,True,0.875
1752401863.483509,6,::1,4,0.6,False,4.2312657833099365,40.2806191444397,15,11.782763137139362,0.4293230219306162,91.0,10.074720839804943,0,0,0,0,69.75,122.75365667576966,108.27272727272727,161.7906003051705,6.25,3.068350163731761,top-left,0.6931471805599453,0,0,aadhaar,2.0224569242037624,171.1428985595703,327.4285888671875,408.8000183105469,383.20001220703125,171.1428985595703,327.4285888671875,93,touch,INPUT,False,816.9957963930975,top-left,0.08913692633310953,0.3031746193214699,False,0.093,456.9114409412342,0.0020000000000000018,True,0.8888888888888888
1752401863.488553,6,::1,5,0.8,False,0.005043983459472656,40.28566312789917,15,11.220804312691028,0.4555869118836413,91.22222222222223,9.519311106935065,0,0,0,0,69.75,122.75365667576966,108.27272727272727,161.7906003051705,6.25,3.068350163731761,top-left,0.6869615765973234,0,0,aadhaar,2.0224569242037624,171.1428985595703,327.4285888671875,171.1428985595703,327.4285888671875,171.1428985595703,327.4285888671875,93,gesture,N/A,True,816.9957963930975,top-left,0.08913692633310953,0.3031746193214699,False,0.093,406.14350305887484,0.001777777777777767,True,0.9
1752401865.7759843,6,::1,6,0.6,False,2.287431240081787,42.57309436798096,15,10.665222091983068,0.46922034844159877,91.4,9.046546302318914,0,0,0,0,68.56521739130434,120.51026515430722,112.80434782608695,165.6900746896495,6.130434782608695,3.0546379252609213,top-left,0.6730116670092565,0,0,aadhaar,2.11336892717262,184.85716247558594,400.5714416503906,418.3999938964844,434.3999938964844,184.85716247558594,400.5714416503906,92,touch,SELECT,False,787.5828473556611,top-left,0.09627977212270102,0.37089948300962094,False,0.092,339.26388334284906,0.0005999999999999894,True,0.9090909090909091
1752401865.7827795,6,::1,7,0.8,False,0.006795167922973633,42.57988953590393,15,10.242043703173938,0.49051877240857744,91.45454545454545,8.627267937540582,0,0,0,0,68.56521739130434,120.51026515430722,112.80434782608695,165.6900746896495,6.130434782608695,3.0546379252609213,top-left,0.6554817739013927,0,0,aadhaar,2.11336892717262,184.85716247558594,400.5714416503906,184.85716247558594,400.5714416503906,184.85716247558594,400.5714416503906,94,gesture,N/A,True,787.5828473556611,top-left,0.09627977212270102,0.37089948300962094,False,0.094,308.4217121298628,0.002545454545454545,True,0.9166666666666666
1752401867.6213648,6,::1,8,1.0,False,1.838585376739502,44.41847491264343,15,9.822084633978807,0.5098156995816887,91.66666666666667,8.289886743630591,0,0,0,0,68.56521739130434,120.51026515430722,112.80434782608695,165.6900746896495,6.130434782608695,3.0546379252609213,top-left,0.6365141682948128,0,0,aadhaar,2.11336892717262,125.42860412597656,412.0,376.8000183105469,442.3999938964844,125.42860412597656,412.0,107,touch,SELECT,False,844.3301574686977,top-left,0.06532739798227946,0.3814814814814815,False,0.107,341.49962630874694,0.015333333333333324,True,0.9230769230769231
1752401867.6286657,6,::1,9,1.2,False,0.007300853729248047,44.42577576637268,15,9.487959002547237,0.5273366661854084,92.84615384615384,8.951546096334024,0,0,0,0,68.56521739130434,120.51026515430722,112.80434782608695,165.6900746896495,6.130434782608695,3.0546379252609213,top-left,0.6172417697303416,0,0,aadhaar,2.11336892717262,125.42860412597656,412.0,125.42860412597656,412.0,125.42860412597656,412.0,108,gesture,N/A,True,844.3301574686977,top-left,0.06532739798227946,0.3814814814814815,False,0.108,315.2304242849972,0.015153846153846157,True,0.9285714285714286
1752401877.5520914,6,::1,4,0.2,False,9.923425674438477,54.34920144081116,15,9.295094973043629,0.5432727813369008,93.92857142857143,9.467721748237048,0,0,0,0,68.56521739130434,120.51026515430722,112.80434782608695,165.6900746896495,6.130434782608695,3.0546379252609213,top-left,0.5982695885852573,0,0,aadhaar,2.11336892717262,102.57146453857422,500.0,360.8000183105469,504.0,102.57146453857422,500.0,105,touch,INPUT,False,858.3610507376983,top-left,0.053422637780507404,0.46296296296296297,False,0.105,325.38197904382497,0.011071428571428565,True,0.9333333333333333
1752401877.5606909,6,::1,5,0.4,False,0.008599519729614258,54.35780096054077,15,9.031746616491299,0.5577876796645979,94.66666666666667,9.554521907918202,0,0,0,0,68.56521739130434,120.51026515430722,112.80434782608695,165.6900746896495,6.130434782608695,3.0546379252609213,top-left,0.5799151714181009,0,0,aadhaar,2.11336892717262,102.57146453857422,500.0,102.57146453857422,500.0,102.57146453857422,500.0,106,gesture,N/A,True,858.3610507376983,top-left,0.053422637780507404,0.46296296296296297,False,0.106,303.68984710756996,0.01133333333333332,True,0.9375
1752401882.6024442,6,::1,5,0.2,False,5.04175329208374,59.39955425262451,15,8.751683737187367,0.5538582294924286,95.375,9.64931992422264,0,0,0,0,64.8,116.76848890004528,112.16,167.0183654572155,6.0,2.979932885150268,top-left,0.5623351446188083,0,0,aadhaar,2.2230687847673978,171.1428985595703,577.71435546875,408.8000183105469,558.4000244140625,171.1428985595703,577.71435546875,164,touch,INPUT,False,789.7581269612992,bottom-left,0.08913692633310953,0.5349206995081018,False,0.164,254.5457790228672,0.068625,True,0.9411764705882353
1752401882.6098292,6,::1,6,0.4,False,0.0073850154876708984,59.40693926811218,15,8.535020081103982,0.5663974384900261,99.41176470588235,18.664400917031745,0,0,0,0,64.8,116.76848890004528,112.16,167.0183654572155,6.0,2.979932885150268,top-left,0.605797499372304,0,0,aadhaar,2.2230687847673978,171.1428985595703,577.71435546875,171.1428985595703,577.71435546875,171.1428985595703,577.71435546875,164,gesture,N/A,True,789.7581269612992,bottom-left,0.08913692633310953,0.5349206995081018,False,0.164,239.57249790387502,0.06458823529411765,True,0.9444444444444444
1752401892.7763603,6,::1,11,0.2,False,10.166531085968018,69.5734703540802,15,8.434170625314241,0.5402041423888608,103.0,23.407026485414352,0,0,0,0,77.05,135.7253875784974,114.26666666666667,164.61813049870565,5.6,3.0452148254816658,top-left,0.6365141682948128,0,0,occupation,2.3031185295058028,181.42857360839844,677.1428833007812,416.0,628.0,181.42857360839844,677.1428833007812,107,touch,INPUT,False,790.557800817565,bottom-left,0.09449404875437419,0.6269841512044271,False,0.107,288.90544436663146,0.0040000000000000036,True,0.9473684210526315
1752401892.8826926,6,::1,12,0.4,False,0.10633230209350586,69.6798026561737,15,8.252016064393198,0.5516628608532441,103.21052631578948,22.800228409216988,0,0,0,0,77.05,135.7253875784974,114.26666666666667,164.61813049870565,5.6,3.0452148254816658,top-left,0.6581099875431143,0,0,occupation,2.3031185295058028,181.42857360839844,677.1428833007812,181.42857360839844,677.1428833007812,181.42857360839844,677.1428833007812,108,gesture,N/A,True,790.557800817565,bottom-left,0.09449404875437419,0.6269841512044271,False,0.108,273.69989466312455,0.004789473684210524,True,0.95
1752401894.074236,6,::1,11,0.6,False,1.1915433406829834,70.87134599685669,15,8.061150007571642,0.5589188931211819,103.45,22.247415580242127,0,0,0,0,87.70491803278688,157.89562274088217,112.93442622950819,163.58903615236855,5.540983606557377,3.054551940482974,top-left,0.6730116670092565,0,0,occupation,2.349012192649084,156.2857208251953,500.0,398.3999938964844,504.0,156.2857208251953,500.0,114,touch,INPUT,False,804.7090421695757,top-left,0.08139881292978922,0.46296296296296297,False,0.114,184.36173263806296,0.010550000000000004,True,0.9523809523809523
1752401894.087479,6,::1,12,0.8,False,0.01324319839477539,70.88458919525146,15,7.902719519848887,0.5689353825476205,103.95238095238095,21.827191845376614,0,0,0,0,87.70491803278688,157.89562274088217,112.93442622950819,163.58903615236855,5.540983606557377,3.054551940482974,top-left,0.6645284386549151,0,0,occupation,2.349012192649084,156.2857208251953,500.0,156.2857208251953,500.0,156.2857208251953,500.0,114,gesture,N/A,True,804.7090421695757,top-left,0.08139881292978922,0.46296296296296297,False,0.114,175.5826025124409,0.010047619047619055,True,0.9545454545454546
1752401901.52043,6,::1,6,0.2,False,7.432950973510742,78.3175401687622,15,7.7671435674491,0.565470112710913,104.4090909090909,21.427804984325412,0,0,0,0,86.35384615384615,153.9309966055451,119.16923076923077,166.59897213006118,5.369230769230769,3.081304572713072,top-left,0.6554817739013927,0,0,occupation,2.306779367624083,179.1428680419922,612.0,414.3999938964844,582.4000244140625,179.1428680419922,612.0,114,touch,INPUT,False,784.1695355786819,bottom-left,0.09330357710520426,0.5666666666666667,False,0.114,199.44658057879633,0.009590909090909094,True,0.9565217391304348
1752401901.5264938,6,::1,7,0.4,False,0.006063699722290039,78.3236038684845,15,7.6309096124967795,0.574478410960174,104.82608695652173,21.047879525362593,0,0,0,0,86.35384615384615,153.9309966055451,119.16923076923077,166.59897213006118,5.369230769230769,3.081304572713072,top-left,0.6693279632926454,0,0,occupation,2.306779367624083,179.1428680419922,612.0,179.1428680419922,612.0,179.1428680419922,612.0,116,gesture,N/A,True,784.1695355786819,bottom-left,0.09330357710520426,0.5666666666666667,False,0.116,190.77499011884862,0.01117391304347827,True,0.9583333333333334
1752401906.0020664,6,::1,7,0.6,False,4.47557258605957,82.79917645454407,15,7.4733013058587465,0.5710227109429162,105.29166666666667,20.725345125125315,0,0,0,0,86.7536231884058,151.96113212028365,119.15942028985508,164.27192225162415,5.202898550724638,3.0954839014136293,top-left,0.6791932659915256,0,0,occupation,2.358139791411441,186.00003051757812,703.4285888671875,419.20001220703125,646.4000244140625,186.00003051757812,703.4285888671875,71,touch,SELECT,False,791.0656460862841,bottom-left,0.09687501589457194,0.651322767469618,False,0.071,251.86920822518036,0.03429166666666668,True,0.96
1752401906.009422,6,::1,8,0.8,False,0.007355690002441406,82.80653214454651,15,7.353320552877204,0.5791964371751537,103.92,21.389567550560717,0,0,0,0,86.7536231884058,151.96113212028365,119.15942028985508,164.27192225162415,5.202898550724638,3.0954839014136293,top-left,0.6859298002523728,0,0,occupation,2.358139791411441,186.00003051757812,703.4285888671875,186.00003051757812,703.4285888671875,186.00003051757812,703.4285888671875,72,gesture,N/A,True,791.0656460862841,bottom-left,0.09687501589457194,0.651322767469618,False,0.072,241.79443989617315,0.031920000000000004,True,0.9615384615384616
