timestamp,datetime,user_id,session_id,model_type,anomaly_score,is_warmup,sample_count,risk_level,threshold_high,threshold_medium,threshold_low,features_processed,feature_count,model_version,processing_time_ms,alert_triggered,alert_severity,user_action_taken,model_confidence,feature_importance,statistical_deviation,historical_mean,historical_std,z_score,model_params,data_quality_score,drift_detected,notes
1752947854.496671,2025-07-19 23:27:34.496678,8,,typing_alert,0.946944,False,381,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.0,0.9469442044894143,0.0,0.0,{},1.0,False,Alert: medium risk detected for typing model
1752947857.353323,2025-07-19 23:27:37.353330,8,,typing_alert,0.93952,False,382,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.0,0.9395204227519374,0.0,0.0,{},1.0,False,Alert: medium risk detected for typing model
1752947858.807879,2025-07-19 23:27:38.807885,8,,tap_alert,0.807337,False,470,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.0,0.8073367511189415,0.0,0.0,{},1.0,False,Alert: medium risk detected for tap model
1752947860.160872,2025-07-19 23:27:40.160876,8,,tap_alert,0.884207,False,471,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.0,0.8842068138766317,0.0,0.0,{},1.0,False,Alert: medium risk detected for tap model
1752947861.455117,2025-07-19 23:27:41.455120,8,,tap_alert,0.867721,False,472,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.021949,0.845772,0.038435,0.571065,{},1.0,False,Alert: medium risk detected for tap model
1752947862.782796,2025-07-19 23:27:42.782800,8,,tap_alert,0.879206,False,473,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.026118,0.853088,0.033044,0.790366,{},1.0,False,Alert: medium risk detected for tap model
1752947864.113395,2025-07-19 23:27:44.113399,8,,tap_alert,0.906225,False,474,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.046608,0.859618,0.03077,1.514637,{},1.0,False,Alert: medium risk detected for tap model
1752947865.471757,2025-07-19 23:27:45.471760,8,,tap_alert,0.893089,False,475,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.02415,0.868939,0.033242,0.726477,{},1.0,False,Alert: medium risk detected for tap model
1752947866.765402,2025-07-19 23:27:46.765406,8,,tap_alert,0.83809,False,476,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.034874,0.872964,0.031652,-1.101772,{},1.0,False,Alert: medium risk detected for tap model
1752947868.112461,2025-07-19 23:27:48.112466,8,,tap_alert,0.813156,False,477,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.054826,0.867982,0.031744,-1.727097,{},1.0,False,Alert: medium risk detected for tap model
1752947869.460014,2025-07-19 23:27:49.460019,8,,tap_alert,0.817123,False,478,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.044006,0.861129,0.034792,-1.264791,{},1.0,False,Alert: medium risk detected for tap model
1752947870.801965,2025-07-19 23:27:50.801969,8,,tap_alert,0.81072,False,482,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.045519,0.856239,0.035598,-1.278664,{},1.0,False,Alert: medium risk detected for tap model
1752947872.633213,2025-07-19 23:27:52.633216,8,,tap_alert,0.825136,False,508,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.026551,0.851687,0.036428,-0.728855,{},1.0,False,Alert: medium risk detected for tap model
1752947873.953138,2025-07-19 23:27:53.953144,8,,tap_alert,0.802116,False,509,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.047157,0.849274,0.035561,-1.326042,{},1.0,False,Alert: medium risk detected for tap model
1752947875.292637,2025-07-19 23:27:55.292642,8,,tap_alert,0.801345,False,510,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.043999,0.845344,0.036457,-1.20685,{},1.0,False,Alert: medium risk detected for tap model
1752947876.619859,2025-07-19 23:27:56.619861,8,,tap_alert,0.807228,False,511,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.034731,0.841959,0.036937,-0.940254,{},1.0,False,Alert: medium risk detected for tap model
1752947877.883763,2025-07-19 23:27:57.883767,8,,tap_alert,0.886849,False,512,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.04737,0.839479,0.0367,1.290711,{},1.0,False,Alert: medium risk detected for tap model
1752947879.198262,2025-07-19 23:27:59.198266,8,,tap_alert,0.858429,False,513,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.015793,0.842637,0.037373,0.422559,{},1.0,False,Alert: medium risk detected for tap model
1752947880.525676,2025-07-19 23:28:00.525680,8,,tap_alert,0.816149,False,514,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.027474,0.843624,0.036387,-0.755036,{},1.0,False,Alert: medium risk detected for tap model
1752947881.946263,2025-07-19 23:28:01.946268,8,,tap_alert,0.882623,False,522,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.040615,0.842007,0.035888,1.131695,{},1.0,False,Alert: medium risk detected for tap model
1752947883.214909,2025-07-19 23:28:03.214913,8,,tap_alert,0.85522,False,523,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.010956,0.844264,0.036096,0.303507,{},1.0,False,Alert: medium risk detected for tap model
1752947884.556272,2025-07-19 23:28:04.556276,8,,tap_alert,0.841686,False,524,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.003155,0.84484,0.035219,-0.08958,{},1.0,False,Alert: medium risk detected for tap model
1752947885.887143,2025-07-19 23:28:05.887147,8,,tap_alert,0.812264,False,525,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.032418,0.844683,0.034334,-0.944186,{},1.0,False,Alert: medium risk detected for tap model
1752947887.391006,2025-07-19 23:28:07.391012,8,,tap_alert,0.836461,False,536,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.006678,0.843139,0.03421,-0.195203,{},1.0,False,Alert: medium risk detected for tap model
1752947888.669961,2025-07-19 23:28:08.669965,8,,tap_alert,0.809764,False,537,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.033071,0.842835,0.033453,-0.988569,{},1.0,False,Alert: medium risk detected for tap model
1752947890.205754,2025-07-19 23:28:10.205758,8,,tap_alert,0.833686,False,546,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.007712,0.841398,0.033405,-0.230845,{},1.0,False,Alert: medium risk detected for tap model
1752947891.464188,2025-07-19 23:28:11.464192,8,,tap_alert,0.804166,False,547,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.03691,0.841076,0.032738,-1.12741,{},1.0,False,Alert: medium risk detected for tap model
1752947892.778897,2025-07-19 23:28:12.778901,8,,tap_alert,0.83436,False,550,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.00524,0.8396,0.032882,-0.159359,{},1.0,False,Alert: medium risk detected for tap model
1752947894.045803,2025-07-19 23:28:14.045806,8,,tap_alert,0.839586,False,551,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.000188,0.839398,0.032259,0.005812,{},1.0,False,Alert: medium risk detected for tap model
1752947895.372786,2025-07-19 23:28:15.372791,8,,tap_alert,0.854127,False,552,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.014722,0.839405,0.031656,0.465035,{},1.0,False,Alert: medium risk detected for tap model
1752947896.688425,2025-07-19 23:28:16.688428,8,,tap_alert,0.851204,False,553,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.011273,0.839931,0.031206,0.361237,{},1.0,False,Alert: medium risk detected for tap model
1752947897.938114,2025-07-19 23:28:17.938117,8,,tap_alert,0.934904,False,554,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.094584,0.84032,0.030732,3.077632,{},1.0,False,Alert: medium risk detected for tap model
1752947899.245783,2025-07-19 23:28:19.245787,8,,tap_alert,0.928361,False,555,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.084889,0.843473,0.034659,2.449211,{},1.0,False,Alert: medium risk detected for tap model
1752947900.548776,2025-07-19 23:28:20.548780,8,,tap_alert,0.857211,False,556,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.011,0.846211,0.037248,0.295318,{},1.0,False,Alert: medium risk detected for tap model
1752947901.85736,2025-07-19 23:28:21.857364,8,,tap_alert,0.821227,False,557,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.025328,0.846555,0.036712,-0.689901,{},1.0,False,Alert: medium risk detected for tap model
1752947903.401967,2025-07-19 23:28:23.401971,8,,tap_alert,0.892868,False,580,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.047081,0.845787,0.036411,1.293008,{},1.0,False,Alert: medium risk detected for tap model
1752947904.699584,2025-07-19 23:28:24.699588,8,,tap_alert,0.873453,False,581,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.026281,0.847172,0.036743,0.715251,{},1.0,False,Alert: medium risk detected for tap model
1752947906.088877,2025-07-19 23:28:26.088880,8,,tap_alert,0.876449,False,586,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.028527,0.847923,0.036478,0.782004,{},1.0,False,Alert: medium risk detected for tap model
1752947907.338174,2025-07-19 23:28:27.338178,8,,tap_alert,0.849244,False,587,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.000529,0.848715,0.036272,0.014576,{},1.0,False,Alert: medium risk detected for tap model
1752947908.678288,2025-07-19 23:28:28.678292,8,,tap_alert,0.861129,False,592,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.012399,0.848729,0.035778,0.346552,{},1.0,False,Alert: medium risk detected for tap model
1752947909.931997,2025-07-19 23:28:29.932001,8,,tap_alert,0.833934,False,593,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.015122,0.849056,0.03536,-0.427633,{},1.0,False,Alert: medium risk detected for tap model
1752947911.488159,2025-07-19 23:28:31.488165,8,,tap_alert,0.843472,False,608,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.005196,0.848668,0.034986,-0.148524,{},1.0,False,Alert: medium risk detected for tap model
1752947912.747128,2025-07-19 23:28:32.747132,8,,tap_alert,0.843069,False,609,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.00547,0.848538,0.034555,-0.158279,{},1.0,False,Alert: medium risk detected for tap model
1752947914.039322,2025-07-19 23:28:34.039326,8,,tap_alert,0.885024,False,610,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.036619,0.848405,0.034142,1.072529,{},1.0,False,Alert: medium risk detected for tap model
1752947915.292904,2025-07-19 23:28:35.292907,8,,tap_alert,0.818512,False,611,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.030764,0.849277,0.034192,-0.899741,{},1.0,False,Alert: medium risk detected for tap model
1752947916.60729,2025-07-19 23:28:36.607294,8,,tap_alert,0.826389,False,612,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.022172,0.848561,0.034108,-0.650029,{},1.0,False,Alert: medium risk detected for tap model
1752947917.882403,2025-07-19 23:28:37.882408,8,,tap_alert,0.804708,False,613,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.043349,0.848057,0.03388,-1.27945,{},1.0,False,Alert: medium risk detected for tap model
1752947919.632968,2025-07-19 23:28:39.632972,8,,tap_alert,0.819176,False,653,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.027918,0.847094,0.034105,-0.818566,{},1.0,False,Alert: medium risk detected for tap model
1752947920.951677,2025-07-19 23:28:40.951681,8,,tap_alert,0.866361,False,656,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.019874,0.846487,0.033977,0.584912,{},1.0,False,Alert: medium risk detected for tap model
1752947922.213549,2025-07-19 23:28:42.213554,8,,tap_alert,0.839596,False,657,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.007314,0.84691,0.033736,-0.216797,{},1.0,False,Alert: medium risk detected for tap model
1752947923.556793,2025-07-19 23:28:43.556797,8,,tap_alert,0.825789,False,658,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.020968,0.846757,0.033399,-0.627791,{},1.0,False,Alert: medium risk detected for tap model
1752947924.861631,2025-07-19 23:28:44.861635,8,,tap_alert,0.859727,False,659,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.013398,0.84633,0.033189,0.403658,{},1.0,False,Alert: medium risk detected for tap model
1752947926.13334,2025-07-19 23:28:46.133344,8,,typing_alert,0.940774,False,383,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.002458,0.943232,0.003712,-0.662055,{},1.0,False,Alert: medium risk detected for typing model
1752947927.430262,2025-07-19 23:28:47.430267,8,,typing_alert,0.944967,False,384,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.002554,0.942413,0.003245,0.786768,{},1.0,False,Alert: medium risk detected for typing model
1752947928.748271,2025-07-19 23:28:48.748275,8,,typing_alert,0.865349,False,385,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.077702,0.943051,0.00302,-25.722853,{},1.0,False,Alert: medium risk detected for typing model
1752947930.069321,2025-07-19 23:28:50.069326,8,,typing_alert,0.836893,False,386,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.090618,0.927511,0.031198,-2.904534,{},1.0,False,Alert: medium risk detected for typing model
1752947931.337267,2025-07-19 23:28:51.337271,8,,typing_alert,0.80942,False,387,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.102988,0.912408,0.044177,-2.331202,{},1.0,False,Alert: medium risk detected for typing model
1752947932.700829,2025-07-19 23:28:52.700834,8,,typing_alert,0.92656,False,389,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.028865,0.897695,0.054512,0.529509,{},1.0,False,Alert: medium risk detected for typing model
1752947934.016146,2025-07-19 23:28:54.016152,8,,typing_alert,0.861313,False,393,MEDIUM,0.95,0.8,0.3,,0,1.0,0,True,medium,alert_generated,1.0,{},0.039991,0.901303,0.051877,-0.770856,{},1.0,False,Alert: medium risk detected for typing model
