timestamp,user_id,client_ip,event_count,swipe_event_rate,is_unusual_swipe_frequency,time_since_last_swipe,session_duration,time_of_day,inter_swipe_variability,event_sequence_entropy,avg_user_tap_duration,std_user_tap_duration,avg_user_swipe_speed,std_user_swipe_speed,avg_user_swipe_distance,std_user_swipe_distance,avg_user_typing_wpm,std_user_typing_wpm,avg_user_typing_duration,std_user_typing_duration,avg_user_typing_length,std_user_typing_length,preferred_region,tap_region_entropy,swipe_direction_entropy,swipe_direction_consistency,preferred_field,field_entropy,start_x,start_y,end_x,end_y,delta_x,delta_y,distance,duration,direction,speed,angle,start_region,end_region,region_transition,normalized_start_x,normalized_start_y,normalized_end_x,normalized_end_y,is_cross_screen,is_diagonal,is_gesture,pointer_type,target,acceleration,distance_from_user_mean,is_new_pointer_type,target_change_frequency
1751715412.971,::1,::1,7,0.2,False,0.0,65.14100003242493,17,0.0,0.0,84.74264705882354,13.056999657344832,0.0,0.0,0.0,0.0,0,0,0,0,0,0,top-left,0.44258461300917384,0.0,0.0,none,0,183.25,67.5,233.25,216.50003051757812,50.0,149.00003051757812,157.16554677867288,249,down,0.6311869348541079,71.44977161345955,top-left,top-left,top-left_to_top-left,0.09544270833333333,0.0625,0.121484375,0.20046299121997974,False,False,True,gesture,unknown,0.0025348872885707146,0.0,True,0.9927007299270073
1751715413.732,::1,::1,8,0.4,False,0.7610001564025879,65.90200018882751,17,0.0,0.04318483487846744,84.74264705882354,13.056999657344832,0.6311869348541079,0.0,157.16554677867288,0.0,0,0,0,0,0,0,top-left,0.44063692045836794,0.0,1.0,none,0,125.25001525878906,121.50001525878906,240.25003051757812,294.5,115.00001525878906,172.99998474121094,207.7354043729208,331,down,0.6275994089816339,56.38642296176816,top-left,top-left,top-left_to_top-left,0.06523438294728597,0.1125000141285084,0.12513022422790526,0.2726851851851852,False,True,True,gesture,unknown,0.001896070721998894,79.24645025444454,True,0.9855072463768116
1751715414.603,::1,::1,9,0.6,False,0.870999813079834,66.77300000190735,17,0.05499982833862305,0.07575108500341506,84.74264705882354,13.056999657344832,0.6293931719178709,0.0017937629362370089,182.45047557579684,25.284928797123968,0,0,0,0,0,0,top-left,0.438707336300529,0.0,1.0,none,0,105.25001525878906,138.50003051757812,250.25003051757812,369.5,145.00001525878906,230.99996948242188,272.7379517520964,263,down,1.037026432517477,57.88327038991625,top-left,top-left,top-left_to_top-left,0.0548177162806193,0.12824076899775752,0.1303385575612386,0.3421296296296296,False,True,True,gesture,unknown,0.0039430662833364145,65.85591291964658,True,0.9784172661870504
1751715415.394,::1,::1,10,0.8,False,0.7910001277923584,67.5640001296997,17,0.04642780823624541,0.10413651351840826,84.74264705882354,13.056999657344832,0.7652709254510729,0.1921657432203777,212.5463009678967,47.30471253741299,0,0,0,0,0,0,top-left,0.4367956284888183,0.0,1.0,none,0,125.25001525878906,511.5,192.25003051757812,285.5,67.00001525878906,-226.0,235.72229857329575,247,up,0.9543412897704281,-73.48700358010717,top-left,top-left,top-left_to_top-left,0.06523438294728597,0.4736111111111111,0.10013022422790527,0.26435185185185184,False,False,True,gesture,unknown,0.003863729918098899,402.532660971088,True,0.9714285714285714
1751715416.252,::1,::1,11,1.0,False,0.8580000400543213,68.42200016975403,17,0.04573485553223437,0.12974069471942834,84.74264705882354,13.056999657344832,0.8125385165309117,0.1854681378297972,218.34030036924645,42.17834940314738,0,0,0,0,0,0,top-left,0.4349015678890801,0.5623351446188083,0.75,none,0,124.24999237060547,681.5,118.25001525878906,292.5,-5.999977111816406,-389.0,389.04626938879943,365,up,1.0658801901062998,-90.88366608739604,bottom-left,top-left,bottom-left_to_top-left,0.06471353769302368,0.6310185185185185,0.06158854961395264,0.2708333333333333,True,False,True,gesture,unknown,0.002920219698921369,471.8668266609161,True,0.9645390070921985
1751715417.051,::1,::1,12,1.2,False,0.7990000247955322,69.22100019454956,17,0.041780278521012126,0.1532403583053061,84.74264705882354,13.056999657344832,0.8632068512459894,0.1943910098004501,252.48149417315705,78.01086452619224,0,0,0,0,0,0,top-left,0.4448084531205876,0.6730116670092565,0.6,none,0,177.25003051757812,498.5,127.2500228881836,47.5,-50.00000762939453,-451.0,453.7631549199863,282,up,1.609089201843923,-96.3262487320168,top-left,top-left,top-left_to_top-left,0.09231772422790527,0.4615740740740741,0.06627605358759563,0.04398148148148148,False,False,True,gesture,unknown,0.0057059900774607195,199.45054144337706,True,0.9577464788732394
1751715417.837,::1,::1,13,1.4,False,0.7859997749328613,70.00699996948242,17,0.039744960353746445,0.17504099228103964,84.74264705882354,13.056999657344832,0.9875205763456449,0.32978689859280735,286.0284376309619,103.4330680371404,0,0,0,0,0,0,top-left,0.4429252079770182,0.6931471805599453,0.5,none,0,160.25001525878906,431.5,117.2500228881836,101.5,-42.99999237060547,-330.0,332.7897224132262,256,up,1.2999598531766647,-97.42398397410025,top-left,top-left,top-left_to_top-left,0.08346354961395264,0.399537037037037,0.06106772025426229,0.09398148148148149,False,False,True,gesture,unknown,0.005077968176471347,97.11690454662882,True,0.951048951048951
1751715418.539,::1,::1,13,1.4,False,0.7020001411437988,70.70900011062622,17,0.05299819025606014,0.19541501135438094,84.74264705882354,13.056999657344832,1.0321547587500763,0.3243078830227936,292.70862117128536,97.14837045248694,0,0,0,0,0,0,top-left,0.44105878340525023,0.6829081047004717,0.5714285714285714,none,0,193.25,470.50006103515625,147.25003051757812,174.5,-45.999969482421875,-296.00006103515625,299.55305594368417,301,up,0.9951928768893162,-98.83340709060626,top-left,top-left,top-left_to_top-left,0.10065104166666666,0.43564820466218174,0.07669272422790527,0.16157407407407406,False,False,True,gesture,unknown,0.0033062886275392568,130.50557764889217,True,0.9444444444444444
1751715419.261,::1,::1,13,1.4,False,0.7219998836517334,71.43099999427795,17,0.055203554339289786,0.2145591551764051,84.74264705882354,13.056999657344832,1.0275345235174813,0.30360842977775965,293.5641755178352,90.90216696567929,0,0,0,0,0,0,top-left,0.4392089733011665,0.6615632381579821,0.625,none,0,186.25,542.5,126.25,193.50003051757812,-60.0,-348.9999694824219,354.12000606959697,271,up,1.3067158895557083,-99.75491733242426,bottom-left,top-left,bottom-left_to_top-left,0.09700520833333333,0.5023148148148148,0.06575520833333333,0.17916669492368345,True,False,True,gesture,unknown,0.004821829850759071,181.19294995193908,True,0.9379310344827586
1751715419.954,::1,::1,13,1.4,False,0.693000078201294,72.12400007247925,17,0.05972979381988672,0.23262280686106374,84.74264705882354,13.056999657344832,1.0585546752995065,0.29938949284811917,300.29260113469763,87.79090998549319,0,0,0,0,0,0,top-left,0.44870651520984084,0.6365141682948128,0.6666666666666666,none,0,195.25001525878906,558.5,96.25,245.5,-99.00001525878906,-313.0,328.2834187424648,272,up,1.2069243336120028,-107.5518493605899,bottom-left,top-left,bottom-left_to_top-left,0.10169271628061931,0.5171296296296296,0.050130208333333336,0.2273148148148148,True,False,True,gesture,unknown,0.00443722181475001,178.6471004479459,True,0.9315068493150684
